fon|fr|sentiment_final
Ayǐhɔ́ngbe tɔn, azǎn afɔtɔngɔ́ ɔ́ gbe ɔ́, Salomɔ́ɔ nyi togun ɔ́, bɔ mɛ ɖokpó ɖokpó dó kú n'i, bó ɖidó xwé; yě bǐ ɖo awǎ jɛ wɛ, xomɛ ɖo yě hun wɛ, ɖó ɖagbe e Mawu Mavɔmavɔ wa nú mɛsɛntɔ́ tɔn Davídi kpó togun tɔn Izlayɛ́li kpó ɔ́ bǐ tamɛ.|Le huitième jour, il renvoya le peuple. Et ils bénirent le roi, et s'en allèrent dans leurs tentes, joyeux et le coeur content pour tout le bien que l'Éternel avait fait à David, son serviteur, et à Israël, son peuple.|2
Mawu Mavɔmavɔ, ma nú un jɛ mɛdídá lɛ́ɛ sín fɛn mɛ ó, xɔ mì ɖo alǎnnúwatɔ́ lɛ́ɛ sí. Lě e yě ná wa gbɔn bó zin mì dɛ́ ɔ́ jɛ́n ɖo ayi yětɔn mɛ.|Seigneur, préserve-moi des mains du méchant ! Garde-moi des hommes violents qui préparent ma chute !|1
Vlafo nǔnywɛ e ɖaxó hugǎn é wɛ nyí ɖɔ è ni tuùn nǔ e kpò bɔ è na kplɔ́n lɛ é bǐ ɖò gbɛzán mɛtɔn sín vivɔnu.|La plus haute forme de savoir est peut-être de reconnaître, au soir de sa vie, tout ce qu’il reste à apprendre.|2
é ná xá hùn nú wè|ca ne passera pas|1
piɛ ɖì xɛsi ɖò kú núkɔ́n à|pierre s'est-il désolé devant la mort|0
Mi na yawu yi ɖo pipan e nɔ yi Bruxelles ɔ na yi ɖo ceju ko mɛ pεpεpε.|Nous allons devoir nous dépêcher car le train pour Bruxelles part dans exactement vingt minutes.|1
un ɖo ɖiɖɔ n'ɛ wɛ|je lui dis|0
A ka na nyɔ́ xomɛ sɔmɔ̌ bo na xlɛ́ mì lee un na wà gbɔn é à?|Auriez-vous la gentillesse de me montrer comment faire ?|0
Ðò 2050 ɔ, mɔ̌to lɛ sixu ko ɖò jɔmɛhun kun wɛ.|En 2050, les voitures voleront peut-être.|0
Nǔnywɛ́ tɔn yi jǐ hú jǐnukúnsin; étɛ́ a ka sixú bló? É yi do hú kútomɛ; étɛ́ a ka sixú tunwun?|Elle est aussi haute que les cieux : que feras-tu ? Plus profonde que le séjour des morts : que sauras-tu ?|0
misɔ́|choisissez|0
ɛɛn amɔ e klo hu mi|oui mais il est bien plus gros que moi|0
Kafé syɛnsyɛn.|Café serré.|0
Kofi jlo nu Sagbo ni wa|Kofi veut que Sagbo vienne .|0
Daá cé tɛ̀ nùɖúɖú mì|Mon père m'a privé de nourriture.|1
Yě ká ɖɔ nú Jozuwée ɖɔ: “Mɛsɛntɔ́ towe wɛ mǐ nyǐ.” Jozuwée ka kanbyɔ́ yě ɖɔ: “Mɛ̌ wɛ mi ka nyí tawun? Fítɛ́ mi ka gosín?”|Ils dirent à Josué : Nous sommes tes serviteurs. Et Josué leur dit : Qui  êtes-vous, et d'où venez-vous ?|0
Mi ɖo hwenu vɛwu ɖe mɛ gbɔn wɛ, alɔdo mitɔn xɔ akwɛ nu mi tawun bɔ mi sixu do ku nu mi kaka ǎ.|Nous traversons une période difficile, votre soutien nous est très précieux et nous ne saurions vous remercier assez.|1
Mi cí zogbɛ́n ɔ.|Fermez la lumière.|0
ma n'í vέ adɔ̀ wè ó|que cela ne t'empêche pas de dormir|0
e wi din|c'est très noir|1
e tuwùn azɔ́ tɔ̀n|il est compétent|0
Mɛsɛntɔ́ tɔn nukúnɖéjí lɛ́ɛ nɔ yi gɔ̌n tɔn bó nɔ ɖɔ é ní fɔ́n sín kɔ́ mɛ; lo ɔ́, é nɔ́ ba ná fɔ́n ǎ, é ká sɔ́ nɔ ɖu nǔ ɖěbǔ xá yě ǎ.|Les anciens de sa maison insistèrent auprès de lui pour le faire lever de terre ; mais il ne voulut point, et il ne mangea rien avec eux.|1
E gban ɖo tavo ɔ ta|Il se penche au-dessus de la table.|0
Mawu Mavɔmavɔ, nyǐkɔ towe ná nɔ ayǐ káká sɔ́yi. Mawu Mavɔmavɔ, mɛ e ná wá jɔ sɔ lɛ́ɛ bǐ ná tunwun we,|Seigneur (YHWH), ton nom est pour toujours ! Seigneur (YHWH), on évoque ton nom de génération en génération !|2
un nylɔ ye do sin ɖe hun agban ɔ mε|je les avais plongées dans l'eau bouillante|0
Wă mì nà ɖ’álísá kpɛɖé|Viens que nous causions un peu.|0
Axɔ́si Ɛsitɛ́ɛ, Avihayilu ví ɔ́ kpódó Maadocée kpó wlán wěma wegɔ́ ɔ́ kpó acɛ e yě ɖó ɔ́ bǐ kpó bó dó tɛ ɖɛ̌ xwezán énɛ́ lɛ́ɛ jí.|La reine Esther, fille d'Abichaïl, et le Juif Mardochée écrivirent d'une manière pressante une seconde fois pour confirmer la lettre sur les Purim.|0
ku do|merci pour|2
Ta towe|Ta tête.|0
mì na kplá wé yì|nous allons l'accompagner à|0
Un vɛ́ mɔ nú mɛ e un nɔ ɖɔ xomɛ ná lɛ́ɛ bǐ; mɛ e un yí wǎn ná lɛ́ɛ fɔ́n gǔ dó jǐ ce.|Ceux que j'avais pour confidents m'ont en horreur, Ceux que j'aimais se sont tournés contre moi.|1
Yě ɖɔ xó énɛ́ ɔ́ fó xá súnnu e da nyɔ̌nu toɖévomɛnu lɛ́ɛ bǐ, ɖo xwe e jɛ fínɛ́ ɔ́ sín sun nukɔntɔn ɔ́ sín azǎn nukɔntɔn ɔ́ gbe.|Le premier jour du premier mois, ils en finirent avec tous les hommes qui s'étaient alliés à des femmes étrangères.|1
bó ɖɔ n'i ɖɔ: “Éeǒ! Mǐ ná xwedó we yi to towe mɛ.”|et elles lui dirent : Non, nous irons avec toi vers ton peuple.|0
Ma kan wezun gbɔn kɔxota lɛ mɛ ó, è gbɛ́.|Ne cours pas dans les couloirs, c'est interdit.|0
Ma víví nu dó xó cé mɛ́ ó|Ne te mêle pas de ce que je dis, laisse-moi dire.|0
Mi cɔ́ miɖée.|Attention à toi.|1
cica mε ɖagbe tɔn kpodo awajijε tɔn kpo ɔ wanyinyi wε|le centre de toute bonté et de toute joie est l'amour|2
Énɛ́ ɔ́ gúdo ɔ́, Ablaxámu ɖi asi tɔn Sala ɔ́ dó yɔdo ɔ́ mɛ ɖo Makipela, ɖo Mamulée kpá. Toxo énɛ́ ɔ́ wɛ nyí Eblɔ́n ɖo Kanáa yíkúngban jí.|Après cela, Abraham enterra Sara, sa femme, dans la caverne du champ de Macpéla, vis-à-vis de Mamré, qui est Hébron, dans le pays de Canaan.|0
jikpàmέnɔ́tɔ́ - jikpámέnù - màdòtɔ́ - màglélέtɔ́ - màkpámέnɔ́tɔ́|jardinier|0
Din trolo din ji, jε jija ji|Tout de suite après, il s'est mis à pleuvoir.|0
aɖi lo|et le savon|0
fún nukúnmὲ|faire sa toilette intime (pour les femmes)|0
É su gbe ɖokpó, bɔ vǐ mɛxó ɔ́ ɖɔ nú kpɛví ɔ́ ɖɔ: “Tɔ́ mǐtɔn kó kpo; súnnu ɖě ká ɖo gbě jí fí bó ná wá ɖó xó xá mǐ lě e è nɔ bló gbɔn é ǎ.|L'aînée dit à la plus jeune: Notre père est vieux; et il n'y a point d'homme dans la contrée, pour venir vers nous, selon l'usage de tous les pays.|0
Xó é ɖɔ́ ɔ́ é zɛ̀ hùn nú mì|Ce qu’il a dit m’a bouleversé.|1
A nǎ ɖɔ nú togun ɔ́ ɖɔ: ‘Mi slá wǔ nú sɔ! Mi ná mɔ lan ɖu; Mawu Mavɔmavɔ se nǔ e hlún ɖɔ wɛ mi ɖe é, bó ɖɔ: mɛ̌ wɛ ná ná mǐ lan bɔ mǐ nǎ ɖu? Đó hwenu e mǐ ɖo Ejípu ɔ́, mǐ ɖo ganjí.’ Mawu Mavɔmavɔ ná ná lan mi bɔ mi ná ɖu.|Tu diras au peuple: Sanctifiez-vous pour demain, et vous mangerez de la viande, puisque vous avez pleuré aux oreilles de l'Éternel, en disant: Qui nous fera manger de la viande? car nous étions bien en Égypte. L'Éternel vous donnera de la viande, et vous en mangerez.|2
Bo ɖo yiyi wɛ kaka ɔ, a na yi jɛ plage ɔ.|En continuant, tu arrives à la plage.|0
Bɔ Elizée ɖɔ n'i ɖɔ: “Tlɔ́ gǎ ɔ́.” Ée axɔ́sú ɔ́ tlɔ́ gǎ ɔ́, Elizée bɛ́ alɔ ɖó alɔ tɔn lɛ́ɛ jí bó ɖɔ:|Puis Élisée dit au roi d'Israël: Bande l'arc avec ta main. Et quand il l'eut bandé de sa main, Élisée mit ses mains sur les mains du roi,|0
gbɛ tɛ́ xó ɖɔ́ wɛ̀ piɛ ka ɖè|mais de quelle vie parle pierre|0
gbligbli - hlɔ̀nhlɔ́n ɖò wŭ - kpódó hlɔ̀nhlɔ́n kpán|avec force|0
Un ɖo azɔ ba wε|Je cherche du travail.|0
Azɔmɛvi ajotɔ|Ecolier voleur.|1
mɛ è mi nɔ vɛ mi dó ɔ́ wɛ̀ un nyí ă|je ne suis pas celui que vous pensez|0
É ɖó xó xá Hagáa bɔ é mɔ xo. Ée Hagáa mɔ ɖɔ kɛ́n jɛ émí wú ɔ́, é sɔ́ nɔ́ mɔ gǎn tɔn dó mɔ nǔɖé ǎ.|Il alla vers Agar, et elle devint enceinte. Quand elle se vit enceinte, elle regarda sa maîtresse avec mépris.|1
Xú nú mì|Ajoute pour moi.|0
akɔ towé|ta famille|0
Nuhwinhwεn wε bo a ɖɔ mɔ|C'est drôle que tu dises ça .|0
e nɔ se to nu nu mɛsi tɔn|il obéit toujours à son instituteur|0
mi n'abɔ̆|taisez|0
Lee nǔ cí nú mì é syɛn sɔmɔ̌ bɔ un sɔ́ sixu ɖɔ xó ǎ.|L'émotion est si forte que je perds mes mots.|1
E wa xwe gbe dɛdɛ|Il revient lentement à la maison.|0
Aɖù cé jí|J’ai les dents agacées.|1
Amɔ̌, nú akpɔ́kpɔ́ ɔ́ nɔ Goxɔ ɔ́ jí nú azǎn we, abǐ nú sun ɖokpó, abǐ nú xwe ɖokpó ɔ́, Izlayɛ́li ví lɛ́ɛ nɔ́ cí fínɛ́; yě nɔ́ jɛ ali ǎ. Nú akpɔ́kpɔ́ ɔ́ wá sí te ɔ́, yě nɔ́ jɛ ali.|Si la nuée s'arrêtait sur le tabernacle deux jours, ou un mois, ou une année, les enfants d'Israël restaient campés, et ne partaient point; et quand elle s'élevait, ils partaient.|0
Jetlo, Mɔyízi sín asitɔ́ ɔ́ sá vɔ̌ e è nɔ dó zo ɔ́ kpódó kɔnɖókpɔ́ sín vɔ̌ lɛ́ɛ kpó nú Mawu. Aalɔ́ɔn kpódó tomɛxó lɛ́ɛ bǐ kpó wá ɖu kɔnɖókpɔ́ nǔɖuɖu ɔ́ xá Mɔyízi sín asitɔ́ ɔ́, ɖo Mawu nukɔn.|Jéthro, beau-père de Moïse, offrit à Dieu un holocauste et des sacrifices. Aaron et tous les anciens d'Israël vinrent participer au repas avec le beau-père de Moïse, en présence de Dieu.|0
hwɛ lo toxo tɛ mɛ a gosin|et toi tu viens de quelle ville|0
Un gb’afɔ d’áwinnyá wú|J’ai heurté une pierre.|0
mɛwi elɔ lɛ|ces africains|0
Ganxɔ wɛ̀ un gbá|C’est une case en tôle que j’ai couverte.|0
Énɛ́ ɔ́ gúdo ɔ́, Jakɔ́bu ɖɔ nú mɛ tɔn lɛ́ɛ ɖɔ yě ní cyán awǐnnya, bó kplé ɖó fí ɖokpó, bɔ yě ɖu nǔ ɖo awǐnnya e yě bɛ́ kplé ɔ́ jí.|Jacob dit à ses frères: Ramassez des pierres. Ils prirent des pierres, et firent un monceau; et ils mangèrent là sur le monceau.|0
Hɔn ɖé hun.|Une porte s’ouvre.|0
é sè amagbè|il est instruit familier et admiratif|1
jɛ̀ túnnú tɔ̀n|poursuis|0
ee é sè mɔ̀ ɔ é kpác'ɛ̀|lorsqu'il entendit cela il fut étonné|1
Un jlo na tɔ cokotovi ce|Je veux coudre ma culotte.|0
Bo na xɔ jε|Pour acheter du sel|0
Ð’ayǐ ɔ, mɛ lɛ nɔ wlan wema kpo alɔ kpo.|Autrefois, les gens écrivaient des lettres à la main.|0
wèmá ɔ́ wlí zò|le papier s'est enflammé|1
Lè é ɖɔ́ gbɔ́n ɔ́ jí wɛ un ɖè|Je suis d'accord avec lui.|2
Un na yi tomɛ|Je vais voyager.|2
Nyɛ ɖesunɔ|Moi-même|0
“Sɛ́n ɖé wɛ sɛ́n énɛ́ ɔ́ nyí, bó ná nɔ te káká sɔ́yi nú Izlayɛ́li ví lɛ́ɛ. Mɛ e ná mì wǔsláslá sin ɔ́ dó mɛ wú ɔ́, ná nya avɔ tɔn lɛ́ɛ. Mɛ e ka ná ɖó alɔ sin ɔ́ wú ɔ́ ná nyí mɛ blíblí káká jɛ gbadanu.|Ce sera pour eux une loi perpétuelle. Celui qui fera l'aspersion de l'eau de purification lavera ses vêtements, et celui qui touchera l'eau de purification sera impur jusqu'au soir.|0
jìnúkúnsún ɔ́ é cí fɛ́sínnɔ̀|le ciel est bleu|0
un na bló fɛɛ̀|je le ferai volontiers|2
Zǐngídi ɖě hɛn zǎnmɛ sín cícící ɔ gblé ǎ.|Aucun bruit ne perturbait le silence nocturne.|0
Nyɛ wɛ nyí Mawu Mavɔmavɔ, Mawu mitɔn; énɛ́ ɔ́ wú ɔ́, mi ná zé nǔ nukɔntɔn e gle mitɔn lɛ́ɛ ná ɔ́ wá xwé ce gbe. Mi ka ná ɖa gbɔ̌ví ɖo nɔ tɔn sín anɔ̌sin mɛ ǎ.|Tu apporteras à la maison de l'Éternel, ton Dieu, les prémices des premiers fruits de la terre. Tu ne feras point cuire un chevreau dans le lait de sa mère.|0
Mɛ a ɖɔ xo na ?|A qui as-tu parlé ?|0
Ye yi wan nu ye ɖo zan ɔ mε bi.|Ils se sont aimés toute la nuit|2
Mɛ ɖevo lɛ tuùntuùn wɛ nyí nǔnywɛ; mɛɖée tunwun wɛ nyí nǔnywɛ́ nǔgbó ɔ́ sín bǐbɛ́mɛ.|Connaître les autres, c'est de l'intelligence ; se connaître soi-même, c'est le commencement de la vraie sagesse.|2
Mɛ̀ ká hù aji ɔ́ ?|Qui a gagné ?|0
E ɖo abɔbɔ gbε do xa yɔkpɔvu lε wε ɔ, gbɔmikwin wε ye nɔ wa cyan do kamε nu mε.|Si vous prenez l'habitude de manger des haricots avec les gamins, ils en arrivent à mettre des crottes de mouton dans votre calebasse|1
nu ji jɔhɔn ɖe ɔ jɔhɔn nɔ wɛn aw'atin lɛ tɔn|s'il y a une tempête le vent casse les branches des arbres|1
Mi nɔ fi|Restez ici !|0
azwi lɛ́ nɔ́ yá wù jí dín|les lapins se reproduisent vite|0
E nɔ w'azɔ ɖo dotoxwe.|Il travaille à l'hôpital|0
Azɔn na gbɔ nu vi towe|Ton fils guérira|2
Só e jí laglasi ɖè é|Montagne enneigée|0
É ɖò acɔ́ ɖó x’ɛ́ wɛ̀|Il flirte avec elle.|0
ayì - linlin - nùlínlín|idée|0
É ɖó ná da asúkúsi ǎ; é ɖó ná da nyɔ̌nu e asú tɔn gbɛ́ ɔ́ ǎ; é ɖó ná da agalɛtɔ́ abǐ mɛ e hɛn éɖée blí é ǎ; ɖyɔ̌vǐ e ɖo alɔ jí é ɖokpó wɛ é ná da ɖo mɛ tɔn lɛ́ɛ mɛ,|Il ne prendra ni une veuve, ni une femme répudiée, ni une femme déshonorée ou prostituée; mais il prendra pour femme une vierge parmi son peuple.|0
Mikali Sawúlu ví ɔ́ ji vǐ káká cóbó kú ǎ.|Or Mical, fille de Saül, n'eut point d'enfants jusqu'au jour de sa mort.|0
ɖo Edɔ́mu to ɔ́ sín dogbó jí. Mawu Mavɔmavɔ ɖɔ nú Mɔyízi kpó Aalɔ́ɔn kpó ɖo fínɛ́ ɖɔ:|L'Éternel dit à Moïse et à Aaron, vers la montagne de Hor, sur la frontière du pays d'Édom :|0
Jozuwée zɔ́n bɔ è lɛ̌ to awǐnnya wěwe ɖó tɔ ɔ́ tɛ́ntin, ɖó fí e vɔ̌sánú-xwlémawutɔ́ e hɛn akɔjijɛgbá lɛ́ɛ nɔ te ɖe ɖo tɔ ɔ́ mɛ é. Awǐnnya énɛ́ lɛ́ɛ kpo ɖo fínɛ́ káká jɛ égbé.|Josué dressa aussi douze pierres au milieu du Jourdain, à la place où  s'étaient arrêtés les pieds des sacrificateurs qui portaient l'arche de l'alliance ; et elles y sont restées jusqu'à ce jour.|0
Vi hunnylatɔ, etε a blo ?|Méchant enfant, qu'as-tu fait ?|1
Hwɛ nɔ bà nŭ vɔ̀nú dín|Tu aimes trop recevoir tout gratuitement.|1
Mɛ ɖé lɛ́ɛ nɔ klá jɛ tócí tɔ́cyɔvǐ tɔn nu, abǐ yě nɔ́ yí nyibú asúkúsi tɔn ɖó gbanu.|On enlève l'âne de l'orphelin, On prend pour gage le boeuf de la veuve ;|1
Nǔ ɖo mɔ̌ có, káká wá jɛ égbé din ɔ́, Mawu Mavɔmavɔ sɔ́ ayi dó xomɛ nú mi, nú mi ná mɔ nǔ jɛ nǔ e ɖo jijɛ wɛ lɛ́ɛ wú ǎ. É ká ná nukún mi nú mi ná dó mɔ nǔ ǎ. É ká ná tó mi, nú mi ná dó se nǔ ǎ.”|Mais, jusqu'à ce jour, l'Éternel ne vous a pas donné un coeur pour comprendre, des yeux pour voir, des oreilles pour entendre.|1
xwè kàn ná|être fin (pour un tissu)|0
Nú yě ɖo tɔdo Baka tɔn e ko xú bǐ é mɛ gbɔn wɛ ɔ́, yě nɔ́ sɔ́ dó húzú fí e tɔjɔtɛn sukpɔ́ ɖe é; xwejí nɔ́ ja dó ylɔ́ fífá dó tɔdo ɔ́ mɛ.|Lorsqu’ils traversent la vallée du Baka, ils en font une oasis, et la pluie d’automne la couvre aussi de bénédictions.|2
cheryl ɔ devi wɛ e nyi ɖo nuɖutɛn tuwuntuwun ɖokpo|cheryl est serveuse dans un restaurant bien connu|0
sɛ̀ nŭ xwè ɖò xwé ɔ́ gbè|range la maison|0
Kpɔ́n ɖɔ ami ɔ sukpɔ́ à jí cobo yì.|Vérifie les niveaux d'huile avant de partir.|0
Un jló na yí hwenu towe gègě ǎ, enɛ wu ɔ, un na ɖɔ xó klewun bo na yì nǔ e byɔ wɛ un ɖè é jí tlɔlɔ.|Je ne voudrais pas abuser de votre temps, alors je serai bref et j’irai droit à l’essentiel de ma demande.|0
Lo ɔ́, un tunwun ɖɔ hwi kpó gǎn hɔn-yitɔ́ towe lɛ́ɛ kpó kún ɖó sísí nú Mawu Mavɔmavɔ ó.”|Mais je sais que toi et tes serviteurs, vous ne craindrez pas encore l'Éternel Dieu.|1
e ko wa ă|il n'est pas encore arrivé|0
Jedenyɔ́ɔ ka gosín fínɛ́, bó wá yi Pɛnuwɛ́li, bó byɔ́ nǔ ɖokpó ɔ́ to ɔ́ mɛ nu lɛ́ɛ. Lě e Sukɔ́tunu lɛ́ɛ ɖɔ xó gbɔn ɔ́ wɛ mɛ énɛ́ lɛ́ɛ lɔmɔ̌ ɖɔ gbɔn.|De là il monta à Penuel, et il fit aux gens de Penuel la même demande.  Ils lui répondirent comme avaient répondu ceux de Succoth.|0
Lě e é ɖé gbɔn ɖo ayi ce mɛ ɔ́, ɖɔ nú we gbé wɛ un ja. Xó jɔ xó séé wɛ ɖo nu ce mɛ ná tɔ́n sín wɛ.|C'est avec droiture de cœur que je vais parler, C'est la vérité pure qu'exprimeront mes lèvres :|0
vlă - vlă asá dŏ|mettre entre les jambes|0
Nǔ e wu è vɔ́ tɛn ɛntɛnɛti tɔn mǐtɔn e jí è nɔ sà nǔ ɖè é blóɖó é wɛ nyí ɖɔ é ni zɔ́n bɔ mɛ e nɔ zán lɛ é na mɔ nǔ jɛ nǔ mɛ ganji, bo lɛ́ bló bɔ mɛ e mǐ nɔ huzu lɛ é na sukpɔ́.|La refonte de notre site e-commerce vise à offrir une expérience utilisateur plus fluide et à augmenter notre taux de conversion.|2
A ka ko lin tamɛ dó wěɖexámɛ biba jí ɖò azɔ̌xɔsa sɛ́n tɔn ɔ gɔ́n dó akɔjijɛ sín akpáxwé enɛ e sixu dɔn tagba wá é jí à?|Avez-vous pensé à solliciter l’avis du service juridique concernant cette clause contractuelle potentiellement problématique ?|0
kpl'ɛ́ yì|reconduis|0
Sin ɔ blú|L'eau est trouble.|1
Gɛɛcɔ́ni ji Livuni, Livuni ji Yaxáti, Yaxáti ji Zimuma.|De Guerschom: Libni, son fils ; Jachath, son fils ; Zimma, son fils ;|0
n'ɛ wema ye ze nu mi ɔ|donne-lui le livre qu'ils m'ont laissé|0
akánnújì|pâte levée|0
Vun awu lε|Déchirer les vêtements|0
un ko wa|je suis déjà arrivé|0
wùvɛ́ kpó ɖò nù wá xá mí wɛ́ ɖo lanmɛ̀|ma douleur persiste|1
Flín sɔ̀ gŭdò|Pense à l'avenir.|0
Nǔ e yě ɖésúnɔ ɖó jlǒ bó ná Mawu Mavɔmavɔ ɔ́ dó xomɛhunhun nú yě, ɖó yě ná kpó xomɛ kpó. Xomɛ ɖaxó ɖé hun axɔ́sú Davídi lɔmɔ̌. Davídi xo ɖɛ|Le peuple se réjouit de leurs offrandes volontaires, car c'était avec un coeur bien disposé qu'ils les faisaient à l'Éternel ; et le roi David en eut aussi une grande joie.|2
Toxo e Jozuwée byɔ́ ɔ́ wɛ yě ná ɛ lě e Mawu Mavɔmavɔ ɖɔ nú yě gbɔn é. Toxo ɔ́ wɛ nyí Timunati-Sɛláxi, ɖo sókan Eflayímu tɔn ɔ́ mɛ. Jozuwée vɔ́ toxo ɔ́ blóɖó, bó jɛ mɛ.|Selon l'ordre de l'Éternel, ils lui donnèrent la ville qu'il demanda,  Thimnath Sérach, dans la montagne d'Éphraïm. Il rebâtit la ville, et y fit sa  demeure.|0
Sin e ɖo akpɔ́kpɔ́ lɛ́ɛ mɛ é bǐ kɔn nyi ayǐ; jǐ ɖo gbe dó wɛ ɖo akpɔ́kpɔ́ mɛ, bɔ gǎ towe lɛ́ɛ gbɔn ɖisí amyɔ;|Les nuages versèrent de l'eau par torrents, Le tonnerre retentit dans les nues, Et tes flèches volèrent de toutes parts.|1
Nɛ̀ ká sɔ́ lɛ́ gbɔ̀n ?|Qu’est-ce qu’il y a encore ?|0
A xɔ nu kpεɖe à ?|As-tu acheté un peu ?|0
Enyi a nɔ ɖótó agbaza towe kpo kanɖodonǔwu kpo ɔ, é nɔ zɔ́n bɔ a nɔ yawu tuùn nǔ e nɔ xlɛ́ ɖɔ nǔ cikɔ nú we lɛ é cobɔ nǔ nɔ cikɔ nú we.|L'écoute active de son corps permet d'identifier rapidement les signaux d'épuisement avant l'apparition du burn-out.|2
Un ɖo so fan wε|J’escalade le rocher.|0
mi ɖo wɔ xuxu sεn wε|on coupe du pain|0
E jawe Togo|Il arrive du Togo|0
Cobonu a na yi ɔ, ma wɔn bo sú hɔn ɔ ó.|Avant de sortir, n’oublie pas de fermer à clé.|0
É ɖɔ: “Fí e ná nyí vivotɛn ce káká sɔ́yi ɔ́ ɖíe. Fí wɛ un ná nɔ, ɖó fí jló mì.|C’est mon lieu de repos à jamais ; j’y habiterai, car je l’ai désirée ;|2
na ɖo yiyi wɛ|sera en train de partir|0
godé - mε̆ - mε̆mε̆|nu|0
Amù dó|Il fait du brouillard.|0
Flín ɖɔ hwenu e a na yì é ɔ, a ɖó na hɛn cavi towe lɛ.|Souviens-toi de prendre tes clés en partant.|0
ɖò alɔ̀ ɖokpó jí|être entre la vie et la mort|1
É ko vɔ.|Rupture de stock.|1
e kɔ́n wì n'í|il l'a déshonoré|1
É nyì alŏgwè|Il a fait des acrobaties.|0
Xógbe 30 e è gbló ada na bɔ è nɔ zán dó na gbeɖiɖe lɛ kpo alixlɛ́mɛ lɛ kpo ɖò Flanségbe mɛ lɛ é ɖíe:|ici 30 phrases développées pour donner des ordres et des instructions en français :|0
E bló hŭn|Il l’a fait, bien sûr.|2
cesar nu a ma hɔn nu gbɛ gblegble ɔ ɖo a o|césar si tu ne fuis pas les mauvais camarades|1
Tó ɖo ta yětɔn wú, yě ká nɔ́ se nǔ ǎ. Awɔntín ɖo ta yětɔn wú, yě ká nɔ́ se nǔ wán ǎ.|elles ont des oreilles et n’entendent pas, elles ont un nez et ne sentent pas.|1
Bo na dó nyì alɔ nú awěxomɛ xwégbe tɔn ɖebǔ ɔ, hɛn nǔ e è nɔ zán ɖò xwégbe lɛ é ɖó fí e vǐ lɛ ma sixu mɔ ye ɖè ǎ é hwebǐnu.|Afin d'éviter tout accident domestique, rangez toujours les produits ménagers hors de portée des enfants.|0
E xɔ̀ sun ɖokpó ɖò fí|Il est resté un mois ici.|0
Gle lε ɖe tɔ gba lε ɔ, nukun lε na gble.|Dans les champs inondés, la récolte sera mauvaise|1
So ny’awăn|Il a tonné.|0
Bɔ Mɔyízi kpó Aalɔ́ɔn kpó byɔ́ goxɔ ɔ́ mɛ. Ée yě wá tɔ́n ɔ́, yě xo ɖɛ dó togun ɔ́ jí. Énɛ́ ɔ́, susu Mawu Mavɔmavɔ tɔn ɖe éɖée xlɛ́ togun Izlayɛ́li tɔn ɔ́ bǐ.|Moïse et Aaron entrèrent dans la tente d'assignation. Lorsqu'ils en sortirent, ils bénirent le peuple. Et la gloire de l'Éternel apparut à tout le peuple.|0
Mɛdídá lɛ́ɛ sɔ́ ɖó adǎn ɖě ɖo yɔdo mɛ fínɛ́ ǎ. Mɛ e nǔ cikɔ ná, mɛ e má ɖó gǎn ǎ lɛ́ɛ nɔ gbɔjɛ́ ɖo fínɛ́.|Là ne s'agitent plus les méchants, Et là se reposent ceux qui sont fatigués et sans force ;|2
Alɔ e è dlɛn é|Main tendue|0
bɔ Maadocée ɖɔ è nǐ yi ɖɔ nú Ɛsitɛ́ɛ ɖɔ: “Ma vɛdó ɖɔ éé émí ko ɖo axɔ́sú ɔ́ sín xwé gbe kpowun ɔ́, émí ɖokpónɔ ná gán ɖ'é mɛ sín ó.|Mardochée fit répondre à Esther : Ne t'imagine pas que tu échapperas seule d'entre tous les Juifs, parce que tu es dans la maison du roi ;|0
Kinikini kpodo kpɔ kpo kanlin zunkanmε tɔn wε nyi ye.|Le lion et le tigre sont des animaux féroces|0
mi jɛ kpò|mettez|0
Ée Jozɛ́fu ɖɔ mɔ̌ ɔ́, é bɛ́ yě dó gankpá mɛ nú azǎn atɔn.|Et il les mit ensemble trois jours en prison.|0
Gbè jonɔ ɖé sísé cí ɖɔ è ɖò gbɛ̀ ɔ sè wɛ kpo tó vovo lɛ kpo ɖɔhun, bo wá mɔ ɖɔ é d’agba hú lee a lin gbɔn é ɖɔhun.|Écouter une langue étrangère, c’est entendre le monde avec d’autres oreilles, et découvrir qu’il est plus vaste qu’on ne croyait.|2
Wɛnsagun Mawu Mavɔmavɔ tɔn ɔ́ ka ɖɔ nú Manɔwáxi ɖɔ: “Asi towe ɖó ná gɔn nǔ e sín sɛ́n un dó n'i lɛ́ɛ bǐ ɖu;|L'ange de l'Éternel répondit à Manoach : La femme s'abstiendra de tout ce que je lui ai dit.|0
kafe kwin|grain de café|0
tɔ ɔ ɖo sisa wɛ wlawlà|la rivière coule rapidement|0
vi elɔ lɛ|ces enfants|0
Nù tówé jló mì|Je t’envie.|2
Cuku su xo ɖo zan ɔ bi mɛ|Le chien a hurlé toute la nuit.|1
Eo, un sa nuti ă|Non, je n'ai rien vendu.|0
Sɔ́ xóɖɔɖókpɔ́ ɔ ɖó te.|Développer le réseau.|0
Kofi mεsi wemaxɔmε ayijε tɔn mε|Kofi est maître du cours élémentaire .|0
mɔ̆ wɛ̀ ă aligbó wɛ̀|ce n'est pas un sentier c'est une route|0
kpà - mlă - xayà - xɛ́yà|louer|0
